EXPERIMENT,ARMS,TURNS,PAYOFF_FXN,TURBULENCE_FXN,STRATEGY_FXN,BELIEF_FXN,TURBULENCE,STRATEGY,LATENCY,INITIAL_LEARNING,MEMORY,MEAN_SCORE,MEAN_KNOWLEDGE,MEAN_OPINION,MEAN_PROBEXPLORE
210,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,0,0,500,139.136,0.4480910722975038,0.0887762599251269,0.0035575276506347817
211,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,50,18.802,-0.5216196498662565,0.2643984709378679,0.5149071428571452
212,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,100,68.292,-0.9466694169908781,0.20823302430154716,0.15158360062187262
213,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,150,111.306,-1.0365174416689955,0.12629534915483911,0.07603077255482185
214,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,200,142.542,-0.6560207034190259,0.15499476944610066,0.09587231621200523
215,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,250,154.446,-0.07625550373040149,0.2220416773461021,0.08091753818057543
216,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,300,148.57,0.24090082277318312,0.24844929437819133,0.09097553013553628
217,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,350,152.184,0.36850174413365594,0.21060323564527578,0.09578525089151732
218,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,400,149.298,0.34454601877017793,0.19408239026442728,0.06341928097764457
219,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,450,153.772,0.29230444600142647,0.24529397929343275,0.03466068006966424
220,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.02,16,16,500,151.728,0.3057112795499181,0.24613157765235022,0.01489400471745027
221,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,50,60.4,-0.7612734309195175,0.004085759684118235,0.6945249217150948
222,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,100,124.708,-1.148279560092755,0.01838306587288066,0.7308974636631974
223,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,150,171.814,-0.8459761910066814,0.12002674835572508,0.4464059277437746
224,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,200,191.608,-0.14050247166916344,0.24136298295111053,0.1563368916417466
225,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,250,189.976,0.19632798004481036,0.25050626129245723,0.05922420563111494
226,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,300,183.74,0.3824778457327508,0.1940719739703833,0.044815640171138676
227,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,350,177.06,0.4494878127273967,0.15863305601701674,0.045007808280074245
228,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,400,167.324,0.4747463571547465,0.142426936034414,0.048055857594073555
229,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,450,168.548,0.4826289513601493,0.12537530266907446,0.04285771314907907
230,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,0,0,500,167.132,0.4213476235982819,0.1320970971188126,0.05046619214699749
231,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,50,13.604,-0.5266112466164136,0.2640525685229827,0.5151248321162165
232,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,100,59.26,-0.98319684576364,0.207334201724964,0.16055128463753257
233,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,150,101.318,-1.1299961106502932,0.07606329307189584,0.2518270527743813
234,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,200,139.044,-0.6604315822256598,0.15770969899669784,0.27218835481646675
235,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,250,150.428,-0.13334768578590675,0.23059008192304048,0.16648812096043825
236,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,300,158.926,0.23760095571151016,0.2400912188653274,0.124788629308982
237,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,350,153.834,0.3514311821153194,0.22604977878034851,0.1234824631196794
238,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,400,156.024,0.3449397426508561,0.21223351385489728,0.13211450165640717
239,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,450,151.194,0.2946871792839624,0.244878371427439,0.13544150843562824
240,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.25,16,16,500,154.908,0.3046417674094046,0.2535823712285421,0.14169220340098776
241,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,50,55.364,-0.7900917882590774,0.008195211799466345,0.7624157304332225
242,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,100,116.954,-1.117881176649771,0.017843437846267258,0.7917035719979049
243,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,150,170.852,-0.8281431763208194,0.13179978202741324,0.522627572221707
244,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,200,196.232,-0.17985205009649952,0.2591075154394536,0.2341934409521921
245,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,250,200.56,0.13644822573343326,0.29013430836971854,0.1511736795204717
246,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,300,201.47,0.3344694792941347,0.26787957007016167,0.13524687455033688
247,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,350,196.298,0.44010812351589484,0.2358573241766974,0.16539466808457995
248,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,400,186.518,0.4496325651497242,0.22423120397929205,0.16220885448265038
249,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,450,185.832,0.44545425577247527,0.2031759982586859,0.18772741195395462
250,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,0,0,500,186.946,0.4074886098134361,0.21020780695313537,0.2065619160817049
251,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,50,9.278,-0.5245507232714168,0.25624492585910336,0.501706109416907
252,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,100,51.978,-1.0566147772578467,0.08440908299154014,0.3544782231439587
253,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,150,96.026,-1.2113738656334432,0.03727267631478953,0.6435026770636486
254,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,200,127.276,-0.7845040786323165,0.14093616049313326,0.43554932327609397
255,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,250,148.586,-0.2221835424564292,0.22916021617715904,0.2941221315747238
256,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,300,150.93,0.15913012698342097,0.2635568536785386,0.24679085607925758
257,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,350,148.026,0.35399367465135034,0.2437354710320156,0.24076759520943805
258,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,400,148.852,0.37008989043064333,0.23913986221845346,0.261486165804069
259,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,450,149.574,0.30856329663419735,0.2537578117828228,0.26121814023392004
260,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.5,16,16,500,142.32,0.31525460470635447,0.259859362747833,0.28441085291988955
261,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,50,41.376,-0.7010889107853093,0.009139056045665905,0.8017197045011452
262,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,100,102.744,-1.1986111192286695,0.007693469010803713,0.8383863890726441
263,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,150,154.964,-0.9874729017978823,0.10740529140783704,0.6369482164176409
264,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,200,182.3,-0.32917390985096184,0.26860707939606965,0.3406260284033302
265,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,250,191.562,0.0706372638206385,0.3228171399792612,0.2632319244954919
266,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,300,194.776,0.2800427887066816,0.32571095164241753,0.2744990874620697
267,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,350,182.522,0.41423554901535736,0.2910606331393163,0.31105773315790614
268,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,400,182.406,0.45816150060526967,0.26742714948295343,0.3261959738815647
269,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,450,183.518,0.4552898185011483,0.26989413614155205,0.33326334208188607
270,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,0,0,500,177.154,0.40471951178658566,0.2774428026485192,0.3569019149595046
271,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,50,10.606,-0.5278357548503446,0.21355649833220203,0.4372511148499259
272,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,100,42.87,-1.2123759480063827,0.0068311688720914514,0.8157185695691883
273,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,150,84.822,-1.282675620223954,0.022378235779742656,0.7874458238417038
274,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,200,120.268,-0.8469783051172138,0.11895843779019087,0.5854716556860229
275,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,250,140.034,-0.22123671377763252,0.22054317475916602,0.4083041888837653
276,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,300,148.116,0.1548058575006497,0.2735748983561564,0.3662988415787305
277,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,350,142.098,0.3336312747768718,0.2537941851026147,0.3829323745641087
278,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,400,135.632,0.4012679786067041,0.24669280142080735,0.4061965196209296
279,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,450,136.07,0.36252444046552007,0.25433921995638953,0.40775605589456587
280,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,0.75,16,16,500,137.198,0.33969347672093014,0.2833933257529304,0.414732547157307
281,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,50,34.214,-0.7352305153496042,0.010895505232615203,0.8239469306976074
282,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,100,80.802,-1.1962263056545448,0.00584668452041562,0.8579702743521467
283,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,150,138.808,-1.1190803425414695,0.07670830231851648,0.72668115369748
284,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,200,166.618,-0.4758379018938102,0.2428642496861694,0.45176342326501984
285,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,250,175.872,-0.02515893221463058,0.31666106269283684,0.3515392281503114
286,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,300,170.132,0.2461976248207233,0.33993821877914826,0.37781065696712113
287,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,350,168.48,0.42922923620664943,0.32013587830638845,0.41148907462655093
288,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,400,164.188,0.47964665882276647,0.30962379845644983,0.4426915162725509
289,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,450,166.554,0.4759280303094043,0.29594902839136566,0.46681691798492736
290,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,0,0,500,163.528,0.41644042312526025,0.3146388970516343,0.47398533226002865
291,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,50,8.078,-0.6136078365680984,0.07587620865151481,0.6181960854700645
292,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,100,39.282,-1.2404052006863076,0.004398799710717889,0.8515836492964445
293,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,150,73.364,-1.3855199072404498,0.011947209358453316,0.8401877296274558
294,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,200,108.764,-0.9858712749887085,0.08456723648681191,0.6923033436007264
295,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,250,127.746,-0.35617116697454315,0.20444135569647215,0.5129555463349122
296,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,300,122.174,0.06549380546479944,0.25680786012914836,0.4795153102976935
297,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,350,124.072,0.3304931884220718,0.25596835279653674,0.4930797343108742
298,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,400,121.326,0.4061578416799255,0.2599573570684091,0.50475501644838
299,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,450,125.726,0.392461694899246,0.2709198396328468,0.5058715356643587
300,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.01,1,16,16,500,123.112,0.3947276203489495,0.28313471555154857,0.5181908986851129
301,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,50,52.894,-0.807670969184437,0.0007992984693877417,0.10714762962994802
302,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,100,95.45,-1.224379340596217,0.00520030465907792,0.31571173082162635
303,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,150,130.424,-1.1071323486590003,0.06753526763655857,0.36318541425880174
304,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,200,143.832,-0.38820405333402386,0.21762777700621952,0.16837808612377872
305,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,250,132.996,0.08574568985439218,0.25654929995933135,0.05072530864822659
306,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,300,122.986,0.3046903509906556,0.2009828319211334,0.025342252047265316
307,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,350,110.124,0.40827250217252864,0.13699284876949866,0.013567398476349498
308,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,400,105.17,0.4313189688726595,0.11060536098909049,0.023815779085970996
309,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,450,94.87,0.4553475930861382,0.08310835867025361,0.016345623582429678
310,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,0,0,500,93.432,0.41414548904642634,0.07631121873291434,0.006077701921396905
311,10,500,<function betadist_payoff at 0x1007abf28>,<function randomshock at 0x1007abea0>,<function softmax_strategy at 0x1007ab7b8>,<function belief_with_latency_and_memory at 0x1007abc80>,0.02,0.02,16,16,50,11.806,-0.5116945101194462,0.26620305786930953,0.5217000000000022
