EXPERIMENT,ARMS,TURNS,PAYOFF_FXN,TURBULENCE_FXN,STRATEGY_FXN,BELIEF_FXN,TURBULENCE,STRATEGY,LATENCY,INITIAL_LEARNING,MEMORY,MEAN_SCORE,MEAN_KNOWLEDGE,MEAN_OPINION,MEAN_PROBEXPLORE
1,5,2000,<function betadist_payoff at 0x10071c378>,<function randomshock at 0x10071cc80>,<function softmax_strategy at 0x10071cae8>,<function belief_with_latency_and_memory at 0x10071c8c8>,0,0.02,0,0,2000,812.514,0.8310985999897166,0.08725905970452826,6.837041187015447e-06
2,5,2000,<function betadist_payoff at 0x10071c378>,<function randomshock at 0x10071cc80>,<function softmax_strategy at 0x10071cae8>,<function belief_with_latency_and_memory at 0x10071c8c8>,0,0.25,0,0,2000,907.032,0.8445537058648062,0.11000587503864302,0.015306873853610604
3,5,2000,<function betadist_payoff at 0x10071c378>,<function randomshock at 0x10071cc80>,<function softmax_strategy at 0x10071cae8>,<function belief_with_latency_and_memory at 0x10071c8c8>,0,0.5,0,0,2000,961.318,0.8989522295320375,0.16522544723358024,0.12281912529886696
4,5,2000,<function betadist_payoff at 0x10071c378>,<function randomshock at 0x10071cc80>,<function softmax_strategy at 0x10071cae8>,<function belief_with_latency_and_memory at 0x10071c8c8>,0,0.75,0,0,2000,936.546,0.938329642606697,0.1987610134737702,0.23294415480526312
5,5,2000,<function betadist_payoff at 0x10071c378>,<function randomshock at 0x10071cc80>,<function softmax_strategy at 0x10071cae8>,<function belief_with_latency_and_memory at 0x10071c8c8>,0,1,0,0,2000,855.242,0.9697679916153863,0.21271602655032956,0.3150602460696145
