EXPERIMENT,ARMS,TURNS,PAYOFF_FXN,TURBULENCE_FXN,STRATEGY_FXN,BELIEF_FXN,TURBULENCE,STRATEGY,LATENCY,INITIAL_LEARNING,MEMORY,MEAN_SCORE,MEAN_KNOWLEDGE,MEAN_OPINION,MEAN_PROBEXPLORE
13,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.02,0,0,500,96.6,0.42844578923122084,0.07607619395687186,0.005932238978572746
14,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.33,0,0,500,132.192,0.3622648383535003,0.13938693165671726,0.13620595535966942
15,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.67,0,0,500,140.828,0.3516254123304652,0.23255425814401587,0.35950042050777536
16,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,1,0,0,500,122.094,0.35573720634211103,0.26572273948424674,0.5295836277870871
17,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.02,0,0,500,61.606,0.394018421005887,0.06684035907825338,0.009454478708567696
18,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.33,0,0,500,95.516,0.3416387766828914,0.12846170371616564,0.18831813749691648
19,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.67,0,0,500,99.828,0.334914270797282,0.2029435681875387,0.4203989525112145
20,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,1,0,0,500,87.192,0.33736431796016214,0.2195975660171945,0.5952638510128226
21,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.02,0,0,500,43.412,0.39751204236218096,0.05903232116793672,0.008020208555374952
22,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.33,0,0,500,65.42,0.3315240652581798,0.11413340527085267,0.23865362517843874
23,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.67,0,0,500,65.442,0.3107471678038124,0.17685802615383617,0.5074576732308238
24,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,1,0,0,500,50.4,0.3129424521614792,0.17395826029921357,0.6611673119812432
25,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.02,0,0,500,21.836,0.3659404739460921,0.05436760143539023,0.008098130265626606
26,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.33,0,0,500,42.762,0.3284528103819286,0.09952738179487196,0.30030906632261195
27,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.67,0,0,500,37.776,0.31216724031491244,0.1530151599317726,0.5774206993125163
28,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,1,0,0,500,28.82,0.33662132873056394,0.14485852473031505,0.7100601251934995
29,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.02,0,0,500,13.148,0.36176005683970697,0.0480925631241154,0.010084492577517257
30,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.33,0,0,500,24.092,0.31656630039818057,0.09015646846691457,0.352902127903715
31,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.67,0,0,500,20.332,0.3058970686212986,0.13957503558264056,0.6286483868616157
32,10,500,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,1,0,0,500,14.93,0.35352962730899884,0.12834373058547371,0.7410084189369956
