EXPERIMENT,ARMS,TURNS,PAYOFF_FXN,TURBULENCE_FXN,STRATEGY_FXN,BELIEF_FXN,TURBULENCE,STRATEGY,LATENCY,INITIAL_LEARNING,MEMORY,MEAN_SCORE,MEAN_KNOWLEDGE,MEAN_OPINION,MEAN_PROBEXPLORE
16,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.02,0,0,2000,120.726,0.6695624977472037,0.03402708137541715,0.0030371659746209244
17,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.25,0,0,2000,196.168,0.6607728972650181,0.06085464660494913,0.11690177827799253
18,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.5,0,0,2000,251.206,0.6669613003121864,0.08499644839453299,0.33399052846227867
19,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,0.75,0,0,2000,240.828,0.7033658155941531,0.06647089340857186,0.4851187500873462
20,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.02,1,0,0,2000,224.456,0.7276212318852523,0.0453765483706855,0.5747517286116273
21,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.02,0,0,2000,76.298,0.6657829265992304,0.030240956513284605,0.004106658956869004
22,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.25,0,0,2000,129.436,0.6597258083743722,0.05324432162271362,0.16258484946709204
23,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.5,0,0,2000,161.746,0.6695970680750435,0.0711712585569665,0.4064440031289797
24,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,0.75,0,0,2000,150.642,0.7168049106908979,0.04696880520434859,0.5619899108350617
25,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.04,1,0,0,2000,128.51,0.7439689946140489,0.023249175343811965,0.6418779661513585
26,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.02,0,0,2000,46.17,0.6726203959043616,0.02646457731440034,0.005614140457607737
27,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.25,0,0,2000,83.212,0.6592349918359468,0.048062575232983615,0.20941352383490716
28,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.5,0,0,2000,102.26,0.6729337782401695,0.060698080070507504,0.49046791059974415
29,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,0.75,0,0,2000,86.232,0.7140239516393553,0.030388305622773885,0.6175591234032358
30,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.08,1,0,0,2000,68.648,0.7333441919395343,0.014399206803110668,0.6787296817894345
31,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.02,0,0,2000,20.78,0.6612120557707165,0.02466499438730605,0.0026811785419180428
32,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.25,0,0,2000,47.068,0.6576542280917259,0.04566791613934398,0.24774445892006414
33,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.5,0,0,2000,54.928,0.6668526410884938,0.05547905874965978,0.5413440939487478
34,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,0.75,0,0,2000,46.538,0.7261674570350897,0.022778088939763186,0.6577005738604405
35,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.16,1,0,0,2000,41.082,0.7447651138019497,0.00993151791949033,0.7048772802902387
36,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.02,0,0,2000,10.062,0.6662881820500681,0.023939223463010927,0.0035216364811132507
37,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.25,0,0,2000,23.64,0.6421945886245661,0.045268694875931506,0.27285672454946436
38,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.5,0,0,2000,27.2,0.685454272445651,0.04634394704771978,0.574791223487168
39,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,0.75,0,0,2000,25.162,0.7357031416872105,0.020016048998009035,0.6798721238989973
40,5,2000,<function betadist_payoff at 0x10071b400>,<function randomshock at 0x10071bae8>,<function softmax_strategy at 0x10071bd08>,<function belief_with_latency_and_memory at 0x10071b9d8>,0.32,1,0,0,2000,21.35,0.7408234937285488,0.0073727948367658695,0.7202629381937604
